invenId,unitCode,name,level,maxLevel,evolution,locked,talentGrade
1908957070,u1152e-cony,cony,1,100,evolved,False,0
1908970245,u027e-renee,renee,65,85,evolved,False,0
1908969356,u002s-leonard,leonard,1,30,special,False,0
1807151002,u0008h-leonard,leonard,1,140,hyper,False,0
1965967190,u1221e-cony,cony,1,100,evolved,False,0
1908966734,u009s-leonard,leonard,1,80,special,False,0
1908963050,u002s-leonard,leonard,1,30,special,False,0
1807150201,u395e-moon,moon,27,80,evolved,False,0
1807150200,u021e-brown,brown,27,80,evolved,False,0
1807151111,u1203e-brown,brown,1,100,evolved,False,0
1908957161,u266u-dumpy,dumpy,1,120,ultra,False,0
1807150202,u321e-cony,cony,14,80,evolved,False,0
1807149575,u37-moon,moon,1,30,base,False,0
1908957101,u1099e-james,james,1,100,evolved,False,0
1807150220,u2030e-jessica,jessica,32,80,evolved,False,0
1908971687,u003s-leonard,leonard,1,40,special,False,0
1807149577,u45-james,james,1,60,base,False,0
1908964487,u024e-yang,yang,47,80,evolved,False,0
1807149574,u32-brown,brown,1,60,base,False,0
1908967591,u002s-leonard,leonard,1,30,special,False,0
1807150203,u095e-james,james,27,80,evolved,False,0
1965966297,u1625e-na,na,1,120,evolved,False,0
1908957178,u1128e-moon,moon,1,120,evolved,False,0
1878697211,u1585e-brown,brown,1,120,evolved,False,0
1908950896,u1595e-uk,uk,1,120,evolved,False,0
